,loss,mae,root_mean_squared_error,R_squared,val_loss,val_mae,val_root_mean_squared_error,val_R_squared
0,314.5952453613281,13.181805610656738,17.736833572387695,0.4874105751514435,255.9731903076172,11.899983406066895,15.999161720275879,0.5891426205635071
1,229.77499389648438,10.454292297363281,15.158330917358398,0.6300383806228638,245.10928344726562,10.357417106628418,15.655966758728027,0.608771562576294
2,201.1355743408203,9.373458862304688,14.18222713470459,0.6769919395446777,261.2617492675781,10.745031356811523,16.163593292236328,0.5851240158081055
3,173.9584503173828,8.474028587341309,13.1893310546875,0.7182172536849976,187.69705200195312,8.483841896057129,13.700257301330566,0.7024471759796143
4,146.21029663085938,7.706254959106445,12.091744422912598,0.763278067111969,214.1525421142578,10.046298027038574,14.633951187133789,0.6543737053871155
5,116.17292785644531,6.776198863983154,10.77835464477539,0.8108068704605103,112.12358856201172,6.417491436004639,10.588842391967773,0.8223044872283936
6,93.20411682128906,6.170781135559082,9.654227256774902,0.8478595018386841,92.86932373046875,6.069195747375488,9.636873245239258,0.8494787812232971
7,69.74223327636719,5.447873115539551,8.351181983947754,0.8846527338027954,84.67308044433594,6.474334716796875,9.201797485351562,0.8618749976158142
8,54.82559585571289,4.911985874176025,7.404430866241455,0.9091973900794983,88.0362319946289,5.89137077331543,9.38276195526123,0.8567089438438416
9,47.15424728393555,4.608358383178711,6.866894721984863,0.9212888479232788,52.577911376953125,4.641423225402832,7.251062870025635,0.9137207865715027
10,36.52336502075195,4.073950290679932,6.043456077575684,0.9387248158454895,43.39134979248047,4.191375255584717,6.5872111320495605,0.9285579919815063
11,30.91065788269043,3.837573766708374,5.559735298156738,0.948374330997467,53.56197738647461,4.619744300842285,7.318604946136475,0.9117385745048523
12,28.32903480529785,3.6887307167053223,5.322502613067627,0.9530705213546753,56.931495666503906,4.684530735015869,7.5452961921691895,0.9079629182815552
13,24.539413452148438,3.4731030464172363,4.9537272453308105,0.9593238234519958,38.92928695678711,4.064696311950684,6.239333629608154,0.9364334940910339
14,22.061697006225586,3.302177906036377,4.696988105773926,0.963444709777832,62.72128677368164,4.792557239532471,7.919677257537842,0.8998697996139526
15,20.380720138549805,3.1874866485595703,4.514501094818115,0.965865969657898,30.082901000976562,3.5563323497772217,5.484787940979004,0.9506924152374268
16,17.44330406188965,2.9605836868286133,4.176517963409424,0.9711395502090454,26.257795333862305,3.4290261268615723,5.124236106872559,0.9567392468452454
17,15.430919647216797,2.8196723461151123,3.928220748901367,0.9744209051132202,23.939105987548828,3.1749370098114014,4.892760276794434,0.9600063562393188
18,15.0310640335083,2.789403200149536,3.8769915103912354,0.9751219153404236,68.3971176147461,6.136478900909424,8.270255088806152,0.8864083886146545
19,14.501449584960938,2.703687906265259,3.808076858520508,0.9759049415588379,21.47600555419922,3.0862574577331543,4.634221076965332,0.9645134806632996
20,12.524078369140625,2.541644811630249,3.5389373302459717,0.9793277978897095,26.206161499023438,3.2421650886535645,5.119195461273193,0.9571884274482727
21,13.108133316040039,2.573897123336792,3.6205155849456787,0.9784283638000488,26.017105102539062,3.204132080078125,5.100696563720703,0.9576401710510254
22,12.227478981018066,2.4906647205352783,3.49678111076355,0.9796720147132874,23.660802841186523,3.1413161754608154,4.864237308502197,0.9617090225219727
23,9.993603706359863,2.281526565551758,3.1612660884857178,0.9833524227142334,30.70101547241211,3.367002487182617,5.540849685668945,0.9504455327987671
24,10.147171974182129,2.309162139892578,3.185462474822998,0.9829490780830383,16.1075382232666,2.599612236022949,4.0134196281433105,0.973775327205658
25,9.529366493225098,2.236443519592285,3.0869672298431396,0.9840318560600281,23.28731918334961,3.2899789810180664,4.825693607330322,0.9624223709106445
26,8.660490036010742,2.1655800342559814,2.94287109375,0.9856185913085938,19.206470489501953,2.9126131534576416,4.382518768310547,0.9691579937934875
27,7.9312520027160645,2.0858402252197266,2.8162479400634766,0.9868155717849731,19.13619041442871,2.636157512664795,4.37449312210083,0.9688447713851929
28,8.195182800292969,2.0973193645477295,2.862722873687744,0.9862735271453857,14.135952949523926,2.3633570671081543,3.7597808837890625,0.9771386384963989
29,8.72249984741211,2.1227548122406006,2.95338773727417,0.9856856465339661,16.43891716003418,2.5125837326049805,4.054493427276611,0.9733864665031433
30,6.259981155395508,1.8568235635757446,2.501995325088501,0.989578902721405,16.537107467651367,2.5049023628234863,4.06658411026001,0.9726132154464722
31,8.585094451904297,2.0980818271636963,2.9300332069396973,0.9855999946594238,19.215831756591797,2.6968514919281006,4.383586406707764,0.9685916304588318
32,5.73316764831543,1.7844218015670776,2.3944034576416016,0.9904261231422424,18.42382049560547,2.9164927005767822,4.292297840118408,0.9697332382202148
33,7.008591175079346,1.9339425563812256,2.647374391555786,0.9884181618690491,19.091257095336914,2.829270362854004,4.369354248046875,0.9688998460769653
